DepartureYear,DepartureMonth,DepartureDay,DepartureAirport,ArrivalAirport,ActualFlightTime,ActualTotalFuel,FlownPassengers,FlightBagsWeight,DayOfWeek,FuelPerMinute,AvgBagWeight,IsWeekend,PredictedTOW
2016,11,1,BCN,PIK,144,6331,169.0,470.0,1,43.96527777777778,13.055555555555555,0,66530.75
2016,11,1,PIK,BCN,135,5400,173.0,250.0,1,40.0,13.157894736842104,0,66087.76
2016,11,1,STN,DUB,56,2910,155.0,180.0,1,51.964285714285715,15.0,0,63239.39
2016,11,1,DUB,STN,69,2940,184.0,559.0,1,42.608695652173914,13.0,0,64451.074
2016,11,1,DUB,MAN,35,1638,171.0,455.0,1,46.8,13.0,0,63209.89
2016,11,1,MAN,DUB,41,1928,178.0,270.0,1,47.02439024390244,12.857142857142858,0,64348.31
2016,11,1,ALC,NYO,218,9550,185.0,1260.0,1,43.80733944954128,12.989690721649485,0,71459.484
2016,11,1,NYO,ALC,225,9390,180.0,700.0,1,41.733333333333334,14.893617021276595,0,70700.164
2016,11,1,EDI,WMI,126,4984,122.0,,1,39.55555555555556,,0,61364.668
2016,11,1,WMI,EDI,157,6420,152.0,230.0,1,40.89171974522293,12.777777777777779,0,64464.324
2016,11,1,CRL,SKG,138,6030,165.0,350.0,1,43.69565217391305,5.555555555555555,0,65966.805
2016,11,1,SKG,CRL,171,7340,187.0,380.0,1,42.92397660818713,13.10344827586207,0,68494.19
2016,11,1,STN,GLA,60,3032,149.0,40.0,1,50.53333333333333,13.333333333333334,0,62252.184
2016,11,1,GLA,STN,50,2462,153.0,150.0,1,49.24,12.5,0,62978.58
2016,11,1,BDS,EIN,145,6113,174.0,470.0,1,42.15862068965517,13.055555555555555,0,66380.45
2016,11,1,EIN,BDS,124,5110,180.0,270.0,1,41.20967741935484,12.857142857142858,0,65619.26
2016,11,1,ALC,BOH,121,5274,174.0,690.0,1,43.586776859504134,13.018867924528301,0,66039.586
2016,11,1,BOH,ALC,129,5020,150.0,680.0,1,38.91472868217054,13.333333333333334,0,64223.195
2016,11,1,IBZ,MAD,52,2390,177.0,430.0,1,45.96153846153846,13.030303030303031,0,63505.66
2016,11,1,MAD,IBZ,49,2630,174.0,340.0,1,53.673469387755105,13.076923076923077,0,62973.97
2016,11,1,SKG,HHN,150,6340,173.0,630.0,1,42.266666666666666,13.125,0,66849.44
2016,11,1,HHN,SKG,125,5290,171.0,510.0,1,42.32,13.076923076923077,0,66034.73
2016,11,1,FAO,HHN,154,6490,182.0,1070.0,1,42.142857142857146,13.048780487804878,0,67867.35
2016,11,1,HHN,FAO,174,6750,112.0,600.0,1,38.793103448275865,13.043478260869565,0,63581.113
2016,11,1,BVA,OPO,103,4800,178.0,100.0,1,46.601941747572816,12.5,0,67701.984
2016,11,1,BOD,OPO,68,3270,164.0,320.0,1,48.088235294117645,13.91304347826087,0,64438.156
2016,11,1,OPO,BOD,7,3250,184.0,460.0,1,464.2857142857143,13.142857142857142,0,64893.508
2016,11,1,OPO,BVA,101,4700,183.0,200.0,1,46.53465346534654,13.333333333333334,0,66851.79
2016,11,1,LTN,CPH,79,3240,177.0,400.0,1,41.0126582278481,12.903225806451612,0,63312.6
2016,11,1,CPH,LTN,106,4200,173.0,,1,39.62264150943396,,0,66088.664
2016,11,1,CPH,LTN,102,4040,171.0,,1,39.6078431372549,,0,65822.14
2016,11,1,BRS,ALC,130,5230,131.0,470.0,1,40.23076923076923,15.161290322580646,0,63645.22
2016,11,1,ALC,BRS,127,5490,179.0,310.0,1,43.22834645669291,12.916666666666666,0,66644.25
2016,11,1,BLQ,SVQ,137,6023,170.0,195.0,1,43.96350364963504,13.0,0,66446.91
2016,11,1,SVQ,BLQ,133,5830,166.0,360.0,1,43.83458646616541,12.857142857142858,0,65719.62
2016,11,1,NUE,MLA,127,5190,176.0,820.0,1,40.86614173228347,13.015873015873016,0,66077.82
2016,11,1,MLA,NUE,137,5870,144.0,680.0,1,42.846715328467155,13.076923076923077,0,65683.766
2016,11,1,EIN,CIA,99,4050,179.0,230.0,1,40.90909090909091,12.777777777777779,0,64904.043
2016,11,1,CIA,EIN,116,4750,176.0,270.0,1,40.94827586206897,12.857142857142858,0,65537.61
2016,11,1,MPL,CRL,80,3510,175.0,,1,43.875,,0,65202.45
2016,11,1,CPH,CRL,79,3578,186.0,,1,45.29113924050633,,0,66503.17
2016,11,1,CRL,CPH,74,3220,162.0,330.0,1,43.513513513513516,6.226415094339623,0,62541.7
2016,11,1,CRL,MPL,76,3550,184.0,410.0,1,46.71052631578947,5.394736842105263,0,65213.203
2016,11,1,CIA,LIS,164,7000,183.0,340.0,1,42.68292682926829,13.076923076923077,0,68180.3
2016,11,1,LIS,CIA,156,6516,167.0,,1,41.76923076923077,,0,67253.484
2016,11,1,MAN,GRO,113,4145,76.0,310.0,1,36.68141592920354,12.916666666666666,0,57369.812
2016,11,1,GRO,MAN,129,5582,179.0,600.0,1,43.27131782945737,13.043478260869565,0,67360.95
2016,11,1,MAN,BZR,102,4114,92.0,320.0,1,40.333333333333336,13.333333333333334,0,58538.953
2016,11,1,BZR,MAN,118,4810,149.0,490.0,1,40.76271186440678,13.243243243243244,0,64017.113
2016,11,1,KRK,EMA,150,6430,178.0,450.0,1,42.86666666666667,12.857142857142858,0,67218.17
2016,11,1,EMA,KRK,123,4940,169.0,750.0,1,40.16260162601626,12.931034482758621,0,65031.56
2016,11,1,BRS,DUB,43,1982,146.0,340.0,1,46.093023255813954,13.076923076923077,0,62137.27
2016,11,1,DUB,BRS,40,1990,179.0,1027.0,1,49.75,13.0,0,64441.535
2016,11,1,BGY,DUB,143,6080,183.0,590.0,1,42.51748251748252,13.11111111111111,0,67550.31
2016,11,1,DUB,BGY,121,5380,185.0,910.0,1,44.46280991735537,13.0,0,66453.08
2016,11,1,LIS,STN,149,6467,183.0,,1,43.40268456375839,,0,69179.016
2016,11,1,NOC,STN,60,2830,178.0,270.0,1,47.166666666666664,12.857142857142858,0,65904.65
2016,11,1,STN,LIS,145,6320,179.0,550.0,1,43.58620689655172,13.095238095238095,0,67135.39
2016,11,1,STN,NOC,71,3020,78.0,90.0,1,42.53521126760563,12.857142857142858,0,58243.37
2016,11,1,FCO,BRI,42,1800,155.0,390.0,1,42.857142857142854,13.0,0,62215.98
2016,11,1,BDS,FCO,55,2286,183.0,130.0,1,41.56363636363636,13.0,0,63254.88
2016,11,1,FCO,BDS,53,2270,159.0,160.0,1,42.83018867924528,13.333333333333334,0,61840.61
2016,11,1,BRI,FCO,44,1950,167.0,50.0,1,44.31818181818182,12.5,0,61714.637
2016,11,1,LUZ,STN,156,6734,175.0,400.0,1,43.166666666666664,12.903225806451612,0,68222.44
2016,11,1,STN,LUZ,118,5292,162.0,290.0,1,44.847457627118644,13.181818181818182,0,66022.56
2016,11,1,SZZ,STN,109,4660,174.0,360.0,1,42.75229357798165,12.857142857142858,0,65478.137
2016,11,1,STN,SZZ,83,3580,150.0,220.0,1,43.13253012048193,14.666666666666666,0,63165.105
2016,11,1,CRL,AOI,87,4010,162.0,350.0,1,46.0919540229885,12.962962962962964,0,63896.75
2016,11,1,BZG,DUB,165,6630,141.0,410.0,1,40.18181818181818,12.8125,0,64619.887
2016,11,1,DUB,BZG,125,5860,173.0,832.0,1,46.88,13.0,0,67047.586
2016,11,1,FEZ,TLS,104,4350,171.0,930.0,1,41.82692307692308,13.098591549295774,0,64990.895
2016,11,1,TLS,FEZ,106,4460,169.0,,1,42.075471698113205,,0,65659.5
2016,11,1,FEZ,MAD,79,3340,177.0,160.0,1,42.278481012658226,13.333333333333334,0,63769.89
2016,11,1,MAD,FEZ,79,3515,154.0,610.0,1,44.49367088607595,12.97872340425532,0,62883.477
2016,11,1,OSL,STN,111,4331,140.0,,1,39.01801801801802,,0,63249.656
2016,11,1,BLL,STN,83,3560,181.0,620.0,1,42.89156626506024,12.916666666666666,0,65511.297
2016,11,1,STN,BLL,66,3270,152.0,350.0,1,49.54545454545455,12.962962962962964,0,63570.387
2016,11,1,STN,OSL,97,3800,112.0,300.0,1,39.175257731958766,13.043478260869565,0,58579.246
2016,11,1,POZ,DUB,155,6186,146.0,550.0,1,39.909677419354836,13.095238095238095,0,64715.7
2016,11,1,DUB,POZ,120,5280,172.0,884.0,1,44.0,13.0,0,66618.875
2016,11,1,NYO,WMI,69,3000,179.0,270.0,1,43.47826086956522,12.857142857142858,0,64755.598
2016,11,1,WMI,NYO,74,3270,178.0,540.0,1,44.189189189189186,13.170731707317072,0,64398.66
2016,11,1,BRU,BCN,96,4210,182.0,210.0,1,43.854166666666664,12.352941176470589,0,66167.82
2016,11,1,BRU,MXP,73,3330,178.0,169.0,1,45.61643835616438,12.071428571428571,0,66796.19
2016,11,1,MXP,BRU,74,3211,179.0,310.0,1,43.391891891891895,12.916666666666666,0,64043.207
2016,11,1,BCN,BRU,101,4590,181.0,380.0,1,45.445544554455445,13.10344827586207,0,66479.125
2016,11,1,DUB,MAN,32,1660,174.0,520.0,1,51.875,13.0,0,64010.79
2016,11,1,DUB,BCN,128,5570,184.0,858.0,1,43.515625,13.0,0,67447.93
2016,11,1,BCN,DUB,127,5605,179.0,250.0,1,44.13385826771653,13.157894736842104,0,67213.336
2016,11,1,MAN,DUB,37,1960,170.0,470.0,1,52.972972972972975,13.055555555555555,0,64068.12
2016,11,1,TRN,STN,107,4430,169.0,430.0,1,41.401869158878505,13.030303030303031,0,64677.734
2016,11,1,STN,TRN,92,4030,177.0,230.0,1,43.80434782608695,12.777777777777779,0,64644.098
2016,11,1,AOI,STN,133,5540,182.0,,1,41.65413533834587,,0,67744.12
2016,11,1,STN,AOI,110,4670,167.0,310.0,1,42.45454545454545,12.916666666666666,0,64653.613
2016,11,1,EMA,AGP,157,5120,59.0,420.0,1,32.611464968152866,26.25,0,59298.695
2016,11,1,AGP,EMA,159,6221,176.0,750.0,1,39.125786163522015,12.931034482758621,0,66606.44
2016,11,1,HAM,MAN,91,3520,87.0,100.0,1,38.68131868131868,12.5,0,57062.098
2016,11,1,MAN,HAM,73,2900,119.0,130.0,1,39.726027397260275,13.0,0,60613.547
2016,11,1,BTS,MAN,147,6120,181.0,480.0,1,41.63265306122449,12.972972972972974,0,67267.86
2016,11,1,MAN,BTS,115,5000,171.0,540.0,1,43.47826086956522,13.170731707317072,0,65084.85
2016,11,1,ALC,DUB,150,6580,180.0,510.0,1,43.86666666666667,13.076923076923077,0,67837.5
2016,11,1,LPL,DUB,28,1610,167.0,680.0,1,57.5,13.076923076923077,0,64166.72
2016,11,1,DUB,ALC,145,6340,174.0,897.0,1,43.724137931034484,13.0,0,67309.03
2016,11,1,DUB,LPL,33,1560,173.0,546.0,1,47.27272727272727,13.0,0,63083.477
2016,11,1,DUB,BRU,75,3340,182.0,1118.0,1,44.53333333333333,13.0,0,65179.64
2016,11,1,BRU,DUB,78,3720,167.0,393.0,1,47.69230769230769,12.28125,0,65973.66
2016,11,1,BGY,DUB,140,5900,177.0,460.0,1,42.142857142857146,13.142857142857142,0,66946.28
2016,11,1,DUB,BGY,117,5150,189.0,416.0,1,44.01709401709402,13.0,0,66068.234
2016,11,1,AGP,SNN,154,6526,174.0,440.0,1,42.37662337662338,12.941176470588236,0,67560.91
2016,11,1,SNN,AGP,158,6610,177.0,440.0,1,41.835443037974684,12.941176470588236,0,67810.336
2016,11,1,FCO,CTA,53,2340,166.0,400.0,1,44.15094339622642,13.333333333333334,0,63974.47
2016,11,1,BCN,NYO,185,8009,171.0,730.0,1,43.29189189189189,13.035714285714286,0,68853.984
2016,11,1,NYO,BCN,188,7840,182.0,390.0,1,41.702127659574465,13.0,0,69643.65
2016,11,1,STN,GOT,84,3936,133.0,470.0,1,46.857142857142854,13.055555555555555,0,62712.266
2016,11,1,GOT,STN,110,4812,177.0,460.0,1,43.74545454545454,13.142857142857142,0,66771.586
2016,11,1,WMI,AGP,223,9356,178.0,310.0,1,41.955156950672645,12.916666666666666,0,70363.39
2016,11,1,AGP,WMI,204,9140,179.0,490.0,1,44.80392156862745,12.894736842105264,0,71519.89
2016,11,1,RZE,EMA,167,6966,181.0,330.0,1,41.712574850299404,13.2,0,67022.51
2016,11,1,EMA,RZE,129,5565,166.0,780.0,1,43.13953488372093,13.0,0,65568.5
2016,11,1,STN,FKB,60,2870,189.0,620.0,1,47.833333333333336,12.916666666666666,0,64415.227
2016,11,1,FKB,ALC,123,5290,168.0,600.0,1,43.00813008130081,13.333333333333334,0,66123.3
2016,11,1,ALC,FKB,127,5462,177.0,730.0,1,43.00787401574803,13.035714285714286,0,65910.42
2016,11,1,FKB,STN,77,3370,180.0,690.0,1,43.76623376623377,13.018867924528301,0,65596.02
2016,11,1,MJV,STN,136,5590,183.0,440.0,1,41.10294117647059,12.941176470588236,0,66864.555
2016,11,1,STN,MJV,134,5740,154.0,420.0,1,42.83582089552239,13.125,0,65217.746
2016,11,1,CGN,RIX,102,4660,161.0,,1,45.68627450980392,,0,65967.664
2016,11,1,RIX,CGN,120,5438,177.0,380.0,1,45.31666666666667,15.833333333333334,0,66998.14
2016,11,1,STN,DUB,57,2650,161.0,340.0,1,46.49122807017544,13.076923076923077,0,63337.957
2016,11,1,DUB,STN,55,2280,174.0,,1,41.45454545454545,,0,64343.87
2016,11,1,CTA,FCO,58,2770,181.0,210.0,1,47.758620689655174,13.125,0,63634.54
2016,11,1,FCO,CTA,49,2485,181.0,80.0,1,50.714285714285715,13.333333333333334,0,65021.355
2016,11,1,MST,GRO,97,3737,107.0,229.0,1,38.52577319587629,14.3125,0,58846.992
2016,11,1,GRO,MST,103,4670,176.0,300.0,1,45.33980582524272,13.043478260869565,0,66304.414
2016,11,1,NYO,PSA,144,6009,181.0,320.0,1,41.729166666666664,13.333333333333334,0,66691.37
2016,11,1,PSA,NYO,147,6000,181.0,1010.0,1,40.816326530612244,12.948717948717949,0,67387.28
2016,11,1,CRL,NDR,152,6670,174.0,440.0,1,43.88157894736842,4.356435643564357,0,67829.99
2016,11,1,NDR,CRL,155,6512,183.0,930.0,1,42.012903225806454,13.098591549295774,0,67740.18
2016,11,1,BRS,VCE,108,4150,115.0,180.0,1,38.425925925925924,12.857142857142858,0,59818.496
2016,11,1,VCE,BRS,122,4980,172.0,530.0,1,40.81967213114754,12.926829268292684,0,65697.26
2016,11,1,EMA,PMI,126,3960,11.0,70.0,1,31.428571428571427,14.0,0,61685.41
2016,11,1,PMI,EMA,149,6041,182.0,880.0,1,40.54362416107382,12.941176470588236,0,66804.43
2016,11,1,BGY,CRL,79,3492,178.0,220.0,1,44.20253164556962,12.941176470588236,0,64373.742
2016,11,1,CRL,BGY,66,2800,181.0,140.0,1,42.42424242424242,2.2580645161290325,0,63231.23
2016,11,1,CRL,TSF,67,2940,179.0,180.0,1,43.88059701492537,3.103448275862069,0,64269.18
2016,11,1,TSF,CRL,79,3410,176.0,230.0,1,43.164556962025316,12.777777777777779,0,64342.848
2016,11,1,STN,BZG,98,4370,158.0,270.0,1,44.59183673469388,12.857142857142858,0,64668.383
2016,11,1,BZG,STN,124,4940,175.0,,1,39.83870967741935,,0,66508.14
2016,11,1,TUF,OPO,103,4300,171.0,270.0,1,41.74757281553398,12.857142857142858,0,64276.06
2016,11,1,OPO,TUF,104,4650,188.0,310.0,1,44.71153846153846,12.916666666666666,0,66376.46
2016,11,1,BCN,SCQ,83,3700,173.0,90.0,1,44.57831325301205,12.857142857142858,0,64782.637
2016,11,1,SCQ,BCN,87,3510,177.0,300.0,1,40.3448275862069,13.043478260869565,0,64073.305
2016,11,1,NRN,BZR,95,4130,154.0,340.0,1,43.473684210526315,13.076923076923077,0,63515.41
2016,11,1,PMI,NRN,128,5690,184.0,510.0,1,44.453125,13.076923076923077,0,67375.39
2016,11,1,BZR,NRN,88,3740,152.0,440.0,1,42.5,12.941176470588236,0,63889.797
2016,11,1,NRN,PMI,123,4930,120.0,450.0,1,40.08130081300813,12.857142857142858,0,60712.97
2016,11,1,AGP,FCO,132,5310,177.0,340.0,1,40.22727272727273,13.076923076923077,0,66032.766
2016,11,1,FCO,AGP,130,5330,178.0,,1,41.0,,0,67185.8
2016,11,1,BGY,SUF,80,3600,171.0,50.0,1,45.0,12.5,0,64678.67
2016,11,1,BRI,BGY,69,3140,179.0,240.0,1,45.507246376811594,13.333333333333334,0,63502.35
2016,11,1,BGY,BRI,70,3030,187.0,170.0,1,43.285714285714285,13.076923076923077,0,64335.23
2016,11,1,SUF,BGY,85,3438,179.0,120.0,1,40.44705882352941,13.333333333333334,0,63469.895
2016,11,1,CPH,CRL,75,3450,177.0,330.0,1,46.0,5.892857142857143,0,64654.645
2016,11,1,CRL,CPH,76,3350,177.0,330.0,1,44.078947368421055,5.15625,0,63973.418
2016,11,1,TLS,CRL,80,3547,180.0,,1,44.3375,,0,66009.83
2016,11,1,CRL,TLS,87,4100,180.0,200.0,1,47.12643678160919,3.278688524590164,0,65833.76
2016,11,1,BLL,AGP,197,8571,173.0,1210.0,1,43.50761421319797,13.010752688172044,0,70715.73
2016,11,1,AGP,BLL,183,7941,177.0,1160.0,1,43.39344262295082,13.03370786516854,0,69489.94
2016,11,1,RIX,MAN,167,7284,185.0,470.0,1,43.616766467065865,13.055555555555555,0,68920.1
2016,11,1,MAN,RIX,129,5620,170.0,590.0,1,43.565891472868216,13.11111111111111,0,66031.74
2016,11,1,TFS,BRS,215,9020,183.0,1290.0,1,41.95348837209303,13.030303030303031,0,70746.75
2016,11,1,BRS,TFS,245,10370,172.0,700.0,1,42.326530612244895,12.962962962962964,0,71674.016
2016,11,1,LPL,POZ,104,4453,159.0,860.0,1,42.81730769230769,13.030303030303031,0,65177.016
2016,11,1,POZ,LPL,135,5390,163.0,510.0,1,39.925925925925924,13.076923076923077,0,64689.73
2016,11,1,MAD,SXF,151,6670,178.0,420.0,1,44.17218543046358,13.125,0,67781.94
2016,11,1,SXF,MAD,166,7247,180.0,170.0,1,43.6566265060241,13.076923076923077,0,68527.375
2016,11,1,WRO,ORK,164,7100,178.0,730.0,1,43.292682926829265,13.035714285714286,0,68126.43
2016,11,1,ORK,WRO,125,5451,183.0,390.0,1,43.608,13.0,0,67743.74
2016,11,1,BUD,BGY,72,3283,174.0,440.0,1,45.59722222222222,13.333333333333334,0,63393.816
2016,11,1,BGY,BUD,71,3280,178.0,350.0,1,46.19718309859155,12.962962962962964,0,65629.28
2016,11,1,BGY,BDS,72,3560,178.0,100.0,1,49.44444444444444,14.285714285714286,0,64857.69
2016,11,1,BDS,BGY,76,3470,175.0,140.0,1,45.6578947368421,12.727272727272727,0,63704.25
2016,11,1,OPO,DLE,113,4520,174.0,360.0,1,40.0,12.857142857142858,0,64707.14
2016,11,1,OPO,LRH,83,3390,181.0,260.0,1,40.8433734939759,13.0,0,64399.363
2016,11,1,DLE,OPO,119,4400,134.0,240.0,1,36.97478991596638,13.333333333333334,0,61268.746
2016,11,1,LRH,OPO,79,3060,124.0,,1,38.734177215189874,,0,61174.094
2016,11,1,MAN,MAD,136,6050,180.0,,1,44.48529411764706,,0,68765.77
2016,11,1,MAD,MAN,116,5169,173.0,430.0,1,44.560344827586206,13.030303030303031,0,67081.13
2016,11,1,VNO,BGY,137,5580,169.0,20.0,1,40.72992700729927,,0,64825.2
2016,11,1,BGY,VNO,131,5737,188.0,490.0,1,43.79389312977099,12.894736842105264,0,67778.48
2016,11,1,HHN,RAK,203,9110,176.0,990.0,1,44.87684729064039,13.026315789473685,0,70444.125
2016,11,1,PSA,CTA,70,3180,174.0,330.0,1,45.42857142857143,13.2,0,65186.26
2016,11,1,CTA,PSA,72,3560,180.0,270.0,1,49.44444444444444,12.857142857142858,0,65325.242
2016,11,1,FCO,SUF,42,2304,162.0,290.0,1,54.857142857142854,13.181818181818182,0,63912.56
2016,11,1,PSA,SUF,63,3000,170.0,260.0,1,47.61904761904762,13.0,0,63806.45
2016,11,1,SUF,FCO,53,2500,179.0,90.0,1,47.16981132075472,10.0,0,63143.758
2016,11,1,DLE,FEZ,150,6420,178.0,1049.0,1,42.8,12.950617283950617,0,67473.04
2016,11,1,FEZ,DLE,177,7840,182.0,950.0,1,44.293785310734464,13.013698630136986,0,69513.81
2016,11,1,CIA,NUE,83,3538,163.0,400.0,1,42.626506024096386,12.903225806451612,0,64447.945
2016,11,1,NUE,CIA,72,3130,173.0,900.0,1,43.47222222222222,14.285714285714286,0,64074.355
2016,11,1,STN,NUE,68,3160,97.0,250.0,1,46.470588235294116,13.157894736842104,0,59726.492
2016,11,1,NUE,STN,81,3720,176.0,660.0,1,45.925925925925924,12.941176470588236,0,66104.72
2016,11,1,PSR,STN,143,6150,183.0,,1,43.00699300699301,,0,68768.55
2016,11,1,STN,PSR,116,5020,147.0,230.0,1,43.275862068965516,12.777777777777779,0,63908.04
2016,11,1,STN,CIA,121,5070,182.0,440.0,1,41.900826446280995,12.941176470588236,0,66411.12
2016,11,1,MLA,CIA,73,3240,171.0,210.0,1,44.38356164383562,13.125,0,64569.637
2016,11,1,CIA,STN,143,5500,175.0,520.0,1,38.46153846153846,13.0,0,66434.586
2016,11,1,CIA,MLA,64,2870,162.0,820.0,1,44.84375,13.015873015873016,0,64759.562
2016,11,1,STN,LNZ,93,4310,170.0,550.0,1,46.344086021505376,13.095238095238095,0,65677.37
2016,11,1,LNZ,STN,107,4761,161.0,390.0,1,44.495327102803735,13.0,0,65730.38
2016,11,1,VLC,MAN,139,5750,176.0,620.0,1,41.36690647482014,12.916666666666666,0,67051.57
2016,11,1,MAN,VLC,148,5873,138.0,450.0,1,39.682432432432435,13.235294117647058,0,63502.5
2016,11,1,KRK,CRL,101,4363,181.0,220.0,1,43.198019801980195,12.941176470588236,0,65289.996
2016,11,1,CRL,KRK,94,4210,173.0,280.0,1,44.787234042553195,4.827586206896552,0,65135.9
2016,11,1,STN,PDV,159,6980,170.0,620.0,1,43.899371069182386,12.916666666666666,0,67573.625
2016,11,1,PDV,STN,202,8653,181.0,550.0,1,42.836633663366335,13.095238095238095,0,70334.07
2016,11,1,ACE,LBA,229,9210,172.0,,1,40.21834061135371,,0,69574.92
2016,11,1,LBA,ACE,247,10131,156.0,860.0,1,41.016194331983804,13.030303030303031,0,69076.05
2016,11,1,LGW,ORK,63,2990,174.0,,1,47.46031746031746,,0,64444.145
2016,11,1,ORK,STN,70,3130,182.0,390.0,1,44.714285714285715,13.0,0,65281.465
2016,11,1,STN,ORK,61,2725,168.0,200.0,1,44.67213114754098,13.333333333333334,0,62978.188
2016,11,1,ORK,LGW,59,2630,180.0,580.0,1,44.57627118644068,12.88888888888889,0,64480.78
2016,11,1,CTA,BLQ,84,3590,176.0,480.0,1,42.73809523809524,12.972972972972974,0,64421.586
2016,11,1,CTA,FCO,61,2560,160.0,230.0,1,41.967213114754095,12.777777777777779,0,61539.562
2016,11,1,BLQ,CTA,75,3190,171.0,230.0,1,42.53333333333333,12.777777777777779,0,64310.43
2016,11,1,LTN,FNI,90,3700,159.0,300.0,1,41.111111111111114,12.5,0,63119.477
2016,11,1,FNI,LTN,103,3900,155.0,,1,37.86407766990291,,0,64149.984
2016,11,1,LTN,CPH,82,3300,160.0,160.0,1,40.24390243902439,13.333333333333334,0,61602.617
2016,11,1,CPH,LTN,104,4263,182.0,600.0,1,40.99038461538461,8.955223880597014,0,65986.56
2016,11,1,BHX,MJV,138,5550,127.0,540.0,1,40.21739130434783,13.170731707317072,0,62154.062
2016,11,1,MJV,BHX,139,5470,182.0,490.0,1,39.35251798561151,12.894736842105264,0,66037.19
2016,11,1,DUB,BHX,41,1880,176.0,156.0,1,45.853658536585364,13.0,0,63088.117
2016,11,1,BHX,DUB,38,1860,147.0,180.0,1,48.94736842105263,12.857142857142858,0,61445.99
2016,11,1,MAD,KRK,174,7740,181.0,270.0,1,44.48275862068966,12.857142857142858,0,68988.14
2016,11,1,KRK,MAD,178,7587,178.0,180.0,1,42.62359550561798,12.857142857142858,0,68457.04
2016,11,1,PMO,VRN,74,3630,179.0,1234.0,1,49.054054054054056,72.58823529411765,0,66437.77
2016,11,1,VRN,PMO,70,3170,181.0,256.0,1,45.285714285714285,12.19047619047619,0,64462.09
2016,11,1,BVA,PMO,132,5501,153.0,690.0,1,41.67424242424242,13.26923076923077,0,65880.83
2016,11,1,PMO,BVA,136,6030,189.0,860.0,1,44.338235294117645,13.030303030303031,0,68462.664
2016,11,1,BGY,RIX,146,6220,175.0,470.0,1,42.602739726027394,13.055555555555555,0,66850.73
2016,11,1,RIX,BGY,145,6260,168.0,300.0,1,43.172413793103445,13.043478260869565,0,66069.125
2016,11,1,BGY,BVA,77,3240,180.0,300.0,1,42.077922077922075,13.043478260869565,0,64423.215
2016,11,1,BVA,BGY,68,2885,183.0,210.0,1,42.4264705882353,13.125,0,63653.188
2016,11,1,DUB,BHX,42,2049,176.0,585.0,1,48.785714285714285,13.0,0,63620.125
2016,11,1,BHX,DUB,43,2100,85.0,120.0,1,48.83720930232558,13.333333333333334,0,57165.855
2016,11,1,LTN,FUE,241,10680,173.0,830.0,1,44.315352697095435,12.96875,0,71765.91
2016,11,1,FUE,LTN,219,8884,155.0,830.0,1,40.5662100456621,12.96875,0,68459.586
2016,11,1,NRN,EDI,84,3470,161.0,440.0,1,41.30952380952381,12.941176470588236,0,63166.09
2016,11,1,NRN,BGY,72,2970,141.0,340.0,1,41.25,14.166666666666666,0,60194.984
2016,11,1,EDI,NRN,70,3170,175.0,380.0,1,45.285714285714285,13.10344827586207,0,64105.363
2016,11,1,BGY,NRN,77,3314,167.0,320.0,1,43.03896103896104,12.8,0,64364.41
2016,11,1,IBZ,BCN,41,1948,183.0,260.0,1,47.51219512195122,13.0,0,63459.8
2016,11,1,BCN,SDR,56,2720,146.0,90.0,1,48.57142857142857,12.857142857142858,0,61421.098
2016,11,1,SDR,BCN,59,2590,182.0,120.0,1,43.898305084745765,13.333333333333334,0,63452.594
2016,11,1,BCN,IBZ,40,2190,183.0,180.0,1,54.75,12.857142857142858,0,63701.54
2016,11,1,BCN,EDI,145,6244,172.0,600.0,1,43.06206896551724,13.043478260869565,0,66260.49
2016,11,1,EDI,BCN,139,5900,185.0,580.0,1,42.44604316546763,3.2222222222222223,0,67632.09
2016,11,1,HHN,AGP,151,6440,174.0,,1,42.64900662251656,,0,68655.16
2016,11,1,AGP,HHN,148,6249,184.0,920.0,1,42.222972972972975,12.95774647887324,0,67736.89
2016,11,1,STN,POZ,93,4170,167.0,310.0,1,44.83870967741935,12.916666666666666,0,65694.06
2016,11,1,POZ,STN,120,4998,181.0,300.0,1,41.65,13.043478260869565,0,66354.1
2016,11,1,TSF,STN,116,4960,178.0,420.0,1,42.758620689655174,13.125,0,66300.45
2016,11,1,STN,TSF,95,4250,183.0,400.0,1,44.73684210526316,12.903225806451612,0,66914.12
2016,11,1,OSL,STN,131,5330,139.0,,1,40.68702290076336,,0,64413.18
2016,11,1,STN,OSL,97,4150,121.0,,1,42.78350515463917,,0,61621.67
2016,11,1,OSL,VNO,88,3592,154.0,,1,40.81818181818182,,0,63124.61
2016,11,1,VNO,OSL,111,4890,157.0,,1,44.054054054054056,,0,65344.94
2016,11,1,STN,OSR,109,4753,168.0,660.0,1,43.60550458715596,11.186440677966102,0,66233.39
2016,11,1,LUX,STN,61,2662,136.0,,1,43.63934426229508,,0,62692.38
2016,11,1,STN,LUX,48,2368,180.0,300.0,1,49.333333333333336,13.043478260869565,0,64554.664
2016,11,1,OSR,STN,132,5597,167.0,,1,42.40151515151515,,0,67038.67
2016,11,1,PLQ,STN,146,6380,181.0,185.0,1,43.6986301369863,13.214285714285714,0,68247.49
2016,11,1,STN,PLQ,107,5060,176.0,180.0,1,47.28971962616822,12.857142857142858,0,67486.62
2016,11,1,RAK,CRL,186,8195,188.0,1380.0,1,44.05913978494624,13.018867924528301,0,70729.44
